index,time,outdoor_temp,occupancy,step_kwh,cumulative_kwh,price,carbon,step_cost,cumulative_cost,step_co2_kg,cumulative_co2_kg,comfort_violations,heating_setpoint,cooling_setpoint,economizer,mean_zone_temp,max_abs_pmv,peak_co2,temp_SPACE1-1,temp_SPACE2-1,temp_SPACE3-1,temp_SPACE4-1,temp_SPACE5-1,pmv_SPACE1-1,pmv_SPACE2-1,pmv_SPACE3-1,pmv_SPACE4-1,pmv_SPACE5-1,co2_SPACE1-1,co2_SPACE2-1,co2_SPACE3-1,co2_SPACE4-1,co2_SPACE5-1,source,latency_s
329,2026-07-23T10:15:00,29.45,1.0,1.27094,162.0207,0.16,162.9,0.20335,45.4255,0.20708,41.5746,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
330,2026-07-23T10:30:00,30.0,1.0,1.36821,163.3889,0.16,161.3,0.21891,45.6444,0.22069,41.7953,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,llm,17.41
331,2026-07-23T10:45:00,30.55,1.0,1.40464,164.7936,0.16,159.8,0.22474,45.8692,0.22453,42.0198,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
332,2026-07-23T10:00:00,31.1,1.0,1.40555,166.1991,0.16,164.7,0.22489,46.0941,0.23154,42.2513,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
333,2026-07-23T11:15:00,29.425,1.0,1.39709,167.5962,0.16,157.5,0.22354,46.3176,0.22003,42.4714,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
334,2026-07-23T11:30:00,27.75,1.0,1.2841,168.8803,0.16,156.6,0.20546,46.5231,0.20109,42.6725,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,llm,13.85
335,2026-07-23T11:45:00,26.075,1.0,1.24807,170.1284,0.16,155.9,0.19969,46.7227,0.19458,42.867,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
336,2026-07-23T11:00:00,24.4,1.0,1.21526,171.3436,0.16,158.6,0.19444,46.9172,0.19271,43.0597,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
337,2026-07-23T12:15:00,24.7,0.6,1.18215,172.5258,0.16,155.1,0.18914,47.1063,0.18335,43.2431,0,18.0,26.0,0,26.0,0.198,630.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,630.0,630.0,630.0,630.0,630.0,held,
338,2026-07-23T12:30:00,25.0,0.6,1.005,173.5308,0.16,155.0,0.1608,47.2671,0.15577,43.3989,0,18.0,26.0,0,26.0,0.198,630.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,630.0,630.0,630.0,630.0,630.0,llm,17.04
339,2026-07-23T12:45:00,25.3,0.6,0.97887,174.5096,0.16,155.1,0.15662,47.4237,0.15182,43.5507,0,18.0,26.0,0,26.0,0.198,630.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,630.0,630.0,630.0,630.0,630.0,held,
340,2026-07-23T12:00:00,25.6,0.6,0.96626,175.4759,0.16,155.4,0.1546,47.5783,0.15016,43.7008,0,18.0,26.0,0,26.0,0.198,630.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,630.0,630.0,630.0,630.0,630.0,held,
341,2026-07-23T13:15:00,26.15,1.0,0.96446,176.4404,0.16,155.9,0.15431,47.7327,0.15036,43.8512,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
342,2026-07-23T13:30:00,26.7,1.0,1.10227,177.5426,0.16,156.6,0.17636,47.909,0.17261,44.0238,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,llm,18.05
343,2026-07-23T13:45:00,27.25,1.0,1.12652,178.6692,0.16,157.5,0.18024,48.0893,0.17742,44.2012,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
344,2026-07-23T13:00:00,27.8,1.0,1.16042,179.8296,0.16,155.4,0.18567,48.2749,0.18033,44.3816,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
345,2026-07-23T14:15:00,28.075,1.0,1.1974,181.027,0.42,159.8,0.50291,48.7778,0.1914,44.573,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
346,2026-07-23T14:30:00,28.35,1.0,1.27359,182.3006,0.42,161.3,0.53491,49.3128,0.20543,44.7784,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,llm,17.38
347,2026-07-23T14:45:00,28.625,1.0,1.31915,183.6197,0.42,162.9,0.55404,49.8668,0.21493,44.9933,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
348,2026-07-23T14:00:00,28.9,1.0,1.34451,184.9642,0.42,158.6,0.5647,50.4315,0.21321,45.2065,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
349,2026-07-23T15:15:00,29.025,1.0,1.36148,186.3257,0.42,166.7,0.57182,51.0033,0.22696,45.4335,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
350,2026-07-23T15:30:00,29.15,1.0,1.32718,187.6529,0.42,168.8,0.55742,51.5607,0.22407,45.6576,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,llm,17.15
351,2026-07-23T15:45:00,29.275,1.0,1.32999,188.9829,0.42,171.1,0.5586,52.1193,0.22757,45.8851,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
352,2026-07-23T15:00:00,29.4,1.0,1.33617,190.3191,0.42,164.7,0.56119,52.6805,0.22012,46.1053,0,18.0,26.0,0,26.0,0.198,770.0,26.0,26.0,26.0,26.0,26.0,0.198,0.198,0.198,0.198,0.198,770.0,770.0,770.0,770.0,770.0,held,
