index,time,outdoor_temp,occupancy,step_kwh,cumulative_kwh,price,carbon,step_cost,cumulative_cost,step_co2_kg,cumulative_co2_kg,comfort_violations,heating_setpoint,cooling_setpoint,economizer,light_level,plug_level,vent_level,mean_zone_temp,max_abs_pmv,peak_co2,step_kwh_hvac,step_kwh_lights,step_kwh_plugs,cumulative_kwh_hvac,cumulative_kwh_lights,cumulative_kwh_plugs,temp_SPACE1-1,temp_SPACE2-1,temp_SPACE3-1,temp_SPACE4-1,temp_SPACE5-1,pmv_SPACE1-1,pmv_SPACE2-1,pmv_SPACE3-1,pmv_SPACE4-1,pmv_SPACE5-1,co2_SPACE1-1,co2_SPACE2-1,co2_SPACE3-1,co2_SPACE4-1,co2_SPACE5-1,source,latency_s
33,2026-07-20T08:15:00,30.425,1.0,0.3809,4.3892,0.16,181.5,0.06094,0.4695,0.06915,0.8958,3,18.0,26.0,0,1.0,1.0,1.0,24.047,1.138,770.0,0.26215,0.09375,0.025,0.4704,3.0938,0.825,23.125,26.0,26.0,23.144,21.965,-0.747,0.198,0.198,-0.741,-1.138,770.0,770.0,770.0,770.0,770.0,baseline,
34,2026-07-20T08:32:00,30.85,1.0,2.79877,7.188,0.16,178.4,0.4478,0.9173,0.49928,1.3951,1,21.5,23.5,0,1.0,1.0,1.0,23.459,0.731,770.0,0.61127,1.6875,0.5,1.0817,4.7812,1.325,23.493,23.567,23.563,23.498,23.173,-0.627,-0.603,-0.604,-0.626,-0.731,770.0,770.0,770.0,770.0,770.0,baseline,
35,2026-07-20T08:53:00,31.275,1.0,3.14425,10.3322,0.16,174.7,0.50308,1.4204,0.54931,1.9444,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.627,770.0,0.95675,1.6875,0.5,2.0385,6.4688,1.825,23.5,23.505,23.504,23.5,23.493,-0.625,-0.623,-0.623,-0.625,-0.627,770.0,770.0,770.0,770.0,770.0,baseline,
36,2026-07-20T08:00:00,31.7,1.0,3.63216,13.9644,0.16,184.4,0.58115,2.0015,0.66992,2.6143,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.44466,1.6875,0.5,3.4831,8.1562,2.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
37,2026-07-20T09:15:00,31.825,1.0,3.64171,17.6061,0.16,171.1,0.58267,2.5842,0.62313,3.2374,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.45421,1.6875,0.5,4.9373,9.8438,2.825,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
38,2026-07-20T09:30:00,31.95,1.0,4.58927,22.1953,0.16,168.8,0.73428,3.3185,0.77482,4.0123,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.68302,1.78125,1.125,6.6203,11.625,3.95,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
39,2026-07-20T09:45:00,32.075,1.0,4.599,26.7944,0.16,166.7,0.73584,4.0543,0.76668,4.7789,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.69275,1.78125,1.125,8.3131,13.4062,5.075,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
40,2026-07-20T09:00:00,32.2,1.0,4.60431,31.3987,0.16,173.5,0.73669,4.791,0.79898,5.5779,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.69806,1.78125,1.125,10.0112,15.1875,6.2,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
41,2026-07-20T10:15:00,32.35,1.0,4.60772,36.0064,0.16,162.9,0.73723,5.5283,0.75074,6.3286,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.70147,1.78125,1.125,11.7126,16.9688,7.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
42,2026-07-20T10:30:00,32.5,1.0,4.71757,40.7239,0.16,161.3,0.75481,6.2831,0.76094,7.0896,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.71757,1.875,1.125,13.4302,18.8438,8.45,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
