index,time,outdoor_temp,occupancy,step_kwh,cumulative_kwh,price,carbon,step_cost,cumulative_cost,step_co2_kg,cumulative_co2_kg,comfort_violations,heating_setpoint,cooling_setpoint,economizer,light_level,plug_level,vent_level,mean_zone_temp,max_abs_pmv,peak_co2,step_kwh_hvac,step_kwh_lights,step_kwh_plugs,cumulative_kwh_hvac,cumulative_kwh_lights,cumulative_kwh_plugs,temp_SPACE1-1,temp_SPACE2-1,temp_SPACE3-1,temp_SPACE4-1,temp_SPACE5-1,pmv_SPACE1-1,pmv_SPACE2-1,pmv_SPACE3-1,pmv_SPACE4-1,pmv_SPACE5-1,co2_SPACE1-1,co2_SPACE2-1,co2_SPACE3-1,co2_SPACE4-1,co2_SPACE5-1,source,latency_s
1,2026-07-20T00:15:00,28.35,0.0,0.11875,0.1188,0.09,210.0,0.01069,0.0107,0.02494,0.0249,0,,,0,,,,22.838,1.049,420.0,0.0,0.09375,0.025,0.0,0.0938,0.025,23.017,22.917,22.944,23.089,22.222,-0.782,-0.815,-0.806,-0.759,-1.049,420.0,420.0,420.0,420.0,420.0,init,
2,2026-07-20T00:30:00,27.8,0.0,0.01219,0.1309,0.09,210.0,0.0011,0.0118,0.00256,0.0275,0,18.0,26.0,0,0.05,0.3,0.15,22.752,1.075,420.0,0.0,0.00469,0.0075,0.0,0.0984,0.0325,22.931,22.837,22.859,22.986,22.147,-0.81,-0.841,-0.834,-0.792,-1.075,420.0,420.0,420.0,420.0,420.0,fallback,60.0
3,2026-07-20T00:45:00,27.25,0.0,0.01219,0.1431,0.09,210.0,0.0011,0.0129,0.00256,0.0301,0,18.0,26.0,0,0.05,0.3,0.15,22.659,1.101,420.0,0.0,0.00469,0.0075,0.0,0.1031,0.04,22.834,22.748,22.763,22.879,22.071,-0.842,-0.869,-0.865,-0.827,-1.101,420.0,420.0,420.0,420.0,420.0,held,
4,2026-07-20T00:00:00,26.7,0.0,0.01219,0.1553,0.09,210.0,0.0011,0.014,0.00256,0.0326,0,18.0,26.0,0,0.05,0.3,0.15,22.574,1.122,420.0,0.0,0.00469,0.0075,0.0,0.1078,0.0475,22.742,22.667,22.671,22.78,22.009,-0.872,-0.896,-0.894,-0.859,-1.122,420.0,420.0,420.0,420.0,420.0,held,
5,2026-07-20T01:15:00,26.7,0.0,0.01219,0.1675,0.09,210.0,0.0011,0.0151,0.00256,0.0352,0,18.0,26.0,0,0.05,0.3,0.15,22.494,1.14,420.0,0.0,0.00469,0.0075,0.0,0.1125,0.055,22.654,22.588,22.585,22.687,21.959,-0.9,-0.923,-0.924,-0.89,-1.14,420.0,420.0,420.0,420.0,420.0,held,
6,2026-07-20T01:30:00,26.7,0.0,0.01219,0.1797,0.09,210.0,0.0011,0.0162,0.00256,0.0377,0,18.0,26.0,0,0.05,0.3,0.15,22.427,1.155,420.0,0.0,0.00469,0.0075,0.0,0.1172,0.0625,22.581,22.521,22.512,22.607,21.915,-0.925,-0.946,-0.949,-0.916,-1.155,420.0,420.0,420.0,420.0,420.0,fallback,60.0
7,2026-07-20T01:45:00,26.7,0.0,0.01219,0.1919,0.09,210.0,0.0011,0.0173,0.00256,0.0403,0,18.0,26.0,0,0.05,0.3,0.15,22.369,1.169,420.0,0.0,0.00469,0.0075,0.0,0.1219,0.07,22.522,22.463,22.452,22.537,21.873,-0.946,-0.966,-0.97,-0.94,-1.169,420.0,420.0,420.0,420.0,420.0,held,
8,2026-07-20T01:00:00,26.7,0.0,0.01219,0.2041,0.09,210.0,0.0011,0.0184,0.00256,0.0429,0,18.0,26.0,0,0.05,0.3,0.15,22.317,1.183,420.0,0.0,0.00469,0.0075,0.0,0.1266,0.0775,22.47,22.41,22.399,22.475,21.833,-0.963,-0.984,-0.988,-0.962,-1.183,420.0,420.0,420.0,420.0,420.0,held,
9,2026-07-20T02:15:00,26.7,0.0,0.01219,0.2162,0.09,210.0,0.0011,0.0195,0.00256,0.0454,0,18.0,26.0,0,0.05,0.3,0.15,22.269,1.196,420.0,0.0,0.00469,0.0075,0.0,0.1313,0.085,22.422,22.36,22.35,22.416,21.795,-0.98,-1.001,-1.005,-0.982,-1.196,420.0,420.0,420.0,420.0,420.0,held,
10,2026-07-20T02:30:00,26.7,0.0,0.01219,0.2284,0.09,210.0,0.0011,0.0206,0.00256,0.048,0,18.0,26.0,0,0.05,0.3,0.15,22.225,1.209,420.0,0.0,0.00469,0.0075,0.0,0.1359,0.0925,22.379,22.315,22.306,22.364,21.759,-0.995,-1.017,-1.02,-1.0,-1.209,420.0,420.0,420.0,420.0,420.0,fallback,60.0
11,2026-07-20T02:45:00,26.7,0.0,0.01219,0.2406,0.09,210.0,0.0011,0.0217,0.00256,0.0505,0,18.0,26.0,0,0.05,0.3,0.15,22.185,1.22,420.0,0.0,0.00469,0.0075,0.0,0.1406,0.1,22.34,22.274,22.267,22.316,21.726,-1.008,-1.031,-1.033,-1.017,-1.22,420.0,420.0,420.0,420.0,420.0,held,
12,2026-07-20T02:00:00,26.7,0.0,0.01219,0.2528,0.09,210.0,0.0011,0.0228,0.00256,0.0531,0,18.0,26.0,0,0.05,0.3,0.15,22.148,1.231,420.0,0.0,0.00469,0.0075,0.0,0.1453,0.1075,22.304,22.236,22.232,22.273,21.694,-1.021,-1.044,-1.046,-1.031,-1.231,420.0,420.0,420.0,420.0,420.0,held,
13,2026-07-20T03:15:00,26.975,0.0,0.01219,0.265,0.09,210.0,0.0011,0.0239,0.00256,0.0557,0,18.0,26.0,0,0.05,0.3,0.15,22.115,1.241,420.0,0.0,0.00469,0.0075,0.0,0.15,0.115,22.272,22.202,22.2,22.234,21.665,-1.032,-1.056,-1.057,-1.045,-1.241,420.0,420.0,420.0,420.0,420.0,held,
14,2026-07-20T03:30:00,27.25,0.0,0.01219,0.2772,0.09,210.0,0.0011,0.0249,0.00256,0.0582,0,18.0,26.0,0,0.05,0.3,0.15,22.089,1.251,420.0,0.0,0.00469,0.0075,0.0,0.1547,0.1225,22.25,22.177,22.178,22.204,21.637,-1.039,-1.065,-1.064,-1.055,-1.251,420.0,420.0,420.0,420.0,420.0,fallback,60.0
15,2026-07-20T03:45:00,27.525,0.0,0.01219,0.2894,0.09,210.0,0.0011,0.026,0.00256,0.0608,0,18.0,26.0,0,0.05,0.3,0.15,22.071,1.26,420.0,0.0,0.00469,0.0075,0.0,0.1594,0.13,22.238,22.159,22.165,22.183,21.611,-1.044,-1.071,-1.069,-1.063,-1.26,420.0,420.0,420.0,420.0,420.0,held,
16,2026-07-20T03:00:00,27.8,0.0,0.01219,0.3016,0.09,210.0,0.0011,0.0271,0.00256,0.0633,0,18.0,26.0,0,0.05,0.3,0.15,22.058,1.268,420.0,0.0,0.00469,0.0075,0.0,0.1641,0.1375,22.232,22.146,22.158,22.167,21.586,-1.046,-1.075,-1.071,-1.068,-1.268,420.0,420.0,420.0,420.0,420.0,held,
17,2026-07-20T04:15:00,27.65,0.0,0.01219,0.3138,0.09,210.0,0.0011,0.0282,0.00256,0.0659,0,18.0,26.0,0,0.05,0.3,0.15,22.049,1.276,420.0,0.0,0.00469,0.0075,0.0,0.1688,0.145,22.231,22.138,22.156,22.156,21.564,-1.046,-1.078,-1.072,-1.072,-1.276,420.0,420.0,420.0,420.0,420.0,held,
18,2026-07-20T04:30:00,27.5,0.0,0.01219,0.3259,0.09,210.0,0.0011,0.0293,0.00256,0.0684,0,18.0,26.0,0,0.05,0.3,0.15,22.036,1.283,420.0,0.0,0.00469,0.0075,0.0,0.1734,0.1525,22.222,22.125,22.148,22.141,21.544,-1.049,-1.082,-1.074,-1.077,-1.283,420.0,420.0,420.0,420.0,420.0,fallback,60.0
19,2026-07-20T04:45:00,27.35,0.0,0.01219,0.3381,0.09,210.0,0.0011,0.0304,0.00256,0.071,0,18.0,26.0,0,0.05,0.3,0.15,22.02,1.289,420.0,0.0,0.00469,0.0075,0.0,0.1781,0.16,22.207,22.109,22.134,22.123,21.526,-1.054,-1.088,-1.079,-1.083,-1.289,420.0,420.0,420.0,420.0,420.0,held,
20,2026-07-20T04:00:00,27.2,0.0,0.01219,0.3503,0.09,210.0,0.0011,0.0315,0.00256,0.0736,0,18.0,26.0,0,0.05,0.3,0.15,22.002,1.295,420.0,0.0,0.00469,0.0075,0.0,0.1828,0.1675,22.187,22.092,22.116,22.104,21.509,-1.061,-1.094,-1.085,-1.09,-1.295,420.0,420.0,420.0,420.0,420.0,held,
21,2026-07-20T05:15:00,27.075,0.0,0.01219,0.3625,0.09,210.0,0.0011,0.0326,0.00256,0.0761,0,18.0,26.0,0,0.05,0.3,0.15,21.984,1.3,420.0,0.0,0.00469,0.0075,0.0,0.1875,0.175,22.167,22.075,22.099,22.085,21.493,-1.068,-1.1,-1.091,-1.096,-1.3,420.0,420.0,420.0,420.0,420.0,held,
22,2026-07-20T05:30:00,26.95,0.0,0.01219,0.3747,0.09,210.0,0.0011,0.0337,0.00256,0.0787,0,18.0,26.0,0,0.05,0.3,0.15,21.964,1.305,420.0,0.0,0.00469,0.0075,0.0,0.1922,0.1825,22.146,22.055,22.078,22.065,21.478,-1.075,-1.106,-1.099,-1.103,-1.305,420.0,420.0,420.0,420.0,420.0,fallback,60.0
23,2026-07-20T05:45:00,26.825,0.0,0.01219,0.3869,0.09,210.0,0.0011,0.0348,0.00256,0.0812,0,18.0,26.0,0,0.05,0.3,0.15,21.944,1.31,420.0,0.0,0.00469,0.0075,0.0,0.1969,0.19,22.123,22.034,22.055,22.042,21.464,-1.083,-1.114,-1.106,-1.111,-1.31,420.0,420.0,420.0,420.0,420.0,held,
